CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,CustomerSentimentScore,PersonaTag,Churn,llm_sentiment
b65e06d,31,Female,Shanghai,Platinum,95,4500.0,Clothing,2023-11-03,0.11,22.0,98,High,Love the exclusive items and benefits.,1.0,Loyal,0,5
b067698,53,Male,Lagos,Bronze,2,30.0,Health,2022-02-28,0.01,2.0,12,Low,Didn't find what I needed after initial browse.,-0.4,Inactive,1,2
2faa54a,28,Other,Istanbul,Silver,18,250.0,Sports,2023-09-05,0.055,9.0,62,Medium,"Decent selection, good prices.",0.78,Occasional,0,4
df2d7f5,65,Female,Jakarta,Bronze,1,15.0,Beauty,2021-08-10,0.003,1.0,8,Low,"Poor website design, hard to find anything.",-0.65,One-time Buyer,1,1
e2035f7,39,Male,Bangkok,Gold,45,1000.0,Home Goods,2023-10-15,0.095,19.0,88,High,Quality items that last.,0.93,Loyal,0,4
248839f,47,Female,Madrid,Silver,9,160.0,Electronics,2022-04-01,0.022,4.0,22,Low,"Received a damaged product, return process was a headache.",-0.85,Dissatisfied,1,1
f0d68d8,34,Male,Houston,Bronze,3,50.0,Books,2023-07-20,0.035,5.5,35,Low,Just bought one item I needed.,0.4,Occasional,0,3
d454f18,59,Other,Manila,Bronze,0,0.0,,2020-03-15,0.002,0.8,3,Low,Signed up but never engaged further.,-0.9,Inactive,1,3
31035e3,26,Female,Phoenix,Gold,32,780.0,Clothing,2023-10-28,0.075,14.5,72,Medium,Love the styles and fit.,0.82,Loyal,0,5
5339b41,51,Male,Philadelphia,Silver,8,140.0,Health,2022-03-20,0.017,3.2,16,Low,Product wasn't as effective as advertised.,-0.55,Dissatisfied,1,2
b472814,40,Female,Milan,Platinum,105,5000.0,Beauty,2023-11-04,0.13,28.0,99,High,Exceptional service and product selection.,1.0,Loyal,0,5
8a031b8,46,Male,Bogota,Bronze,4,70.0,Sports,2022-01-25,0.012,2.5,14,Low,Found limited options in my sport.,-0.45,Inactive,1,2
8f454ab,30,Female,Sydney,Silver,16,220.0,Home Goods,2023-09-18,0.065,10.5,68,Medium,Happy with the quality of items.,0.72,Occasional,0,4
c9806c4,45,Female,New York,Gold,55,2150.75,Electronics,2023-11-20,0.65,15.3,92,High,Great service and fast delivery! My new gadget works perfectly.,0.9,Loyal,0,5
06df0c4,28,Male,Los Angeles,Silver,12,380.5,Clothing,2024-01-15,0.48,8.1,78,Medium,"Good quality items, but shipping was a bit slow this time.",0.6,Active Buyer,0,3
e951622,52,Other,Chicago,Platinum,88,5100.2,Home Goods,2024-02-10,0.72,18.9,98,High,Absolutely love the products and the rewards program!,1.0,Loyal,0,5
20ad538,35,Female,Houston,Bronze,3,75.99,Books,2023-05-22,0.15,3.5,35,Low,Didn't find what I was looking for easily.,0.2,Occasional,1,2
56e4adb,61,Male,Phoenix,Gold,30,1550.0,Beauty,2023-12-01,0.55,12.7,85,Medium,"Happy with my recent purchases, quality is consistent.",0.8,Engaged,0,4
6ee2eed,22,Female,Philadelphia,Silver,7,190.4,Sports,2023-06-10,0.25,5.0,50,Low,The website was confusing to navigate.,0.4,Risk of Churn,1,2
dd28c48,40,Male,San Antonio,Platinum,70,4500.0,Outdoors,2024-03-05,0.8,20.1,95,High,Excellent customer support and product range.,0.95,Loyal,0,5
f5258b1,58,Female,San Diego,Bronze,5,120.0,Toys,2023-07-18,0.1,2.8,20,Low,"Item was not as described, very disappointed.",-0.7,Dissatisfied,1,1
8bbc081,33,Other,Dallas,Silver,25,650.7,Groceries,2024-01-28,0.52,9.5,70,Medium,Reliable delivery and good value for money.,0.7,Active Buyer,0,4
802fb2f,49,Male,San Jose,Gold,40,1900.8,Electronics,2023-04-01,0.3,7.2,45,Medium,Prices seem to have increased recently.,0.3,Risk of Churn,1,2
f8b5ba1,27,Female,New York,Bronze,2,50.0,Clothing,2023-08-05,0.18,4.0,30,Low,Never came back after the first order.,0.1,Inactive,1,1
5ca529d,55,Male,Los Angeles,Platinum,65,4000.0,Home Goods,2024-02-28,0.7,17.5,90,High,Consistently great experience with this store.,1.0,Loyal,0,5
1f0276e,31,Female,Chicago,Silver,18,450.2,Books,2023-10-12,0.45,7.8,65,Medium,"Found some good reads, website is okay.",0.5,Occasional,0,3
7ee091e,43,Other,Houston,Gold,38,1800.0,Beauty,2023-05-15,0.22,6.5,40,Low,"Had an issue with a product return, left a bad taste.",-0.3,Dissatisfied,1,1
dae9c4f,29,Male,Phoenix,Bronze,1,25.0,Sports,2023-09-01,0.08,1.5,15,Low,Made one purchase and didn't engage further.,-0.1,Inactive,1,3
f6a5651,63,Female,Philadelphia,Platinum,80,5500.5,Outdoors,2024-03-18,0.85,22.0,99,High,The best gear for my adventures! Always satisfied.,1.0,Loyal,0,5
0078894,37,Male,San Antonio,Bronze,4,90.0,Toys,2023-06-25,0.12,3.0,25,Low,"Site was slow, didn't bother exploring much.",-0.2,Risk of Churn,1,1
094ec5e,50,Female,San Diego,Gold,45,2200.0,Groceries,2024-01-08,0.6,14.0,88,High,"Regular customer, never had major issues.",0.85,Loyal,0,3
70ed8d3,24,Other,Dallas,Silver,9,250.0,Electronics,2023-07-01,0.28,5.5,55,Medium,Expected faster delivery times.,0.3,Occasional,1,2
faddd48,48,Male,San Jose,Bronze,6,150.0,Clothing,2023-03-10,0.05,1.0,10,Low,Completely stopped interacting after a poor initial experience.,-0.8,Inactive,1,1
e05a8ee,39,Female,New York,Gold,50,2500.0,Home Goods,2024-02-01,0.75,16.5,91,High,Reliable source for quality home items.,0.9,Loyal,0,4
a1fc3f1,53,Male,Los Angeles,Silver,10,300.0,Books,2023-08-20,0.35,6.0,58,Medium,"Found a few books, but the selection could be better.",0.5,Occasional,0,2
4043b93,30,Other,Chicago,Platinum,2,80.0,Beauty,2023-04-18,0.11,2.5,18,Low,"Only bought once, no reason to return.",-0.4,Inactive,1,3
9059d04,41,Female,Houston,Bronze,7,180.0,Sports,2023-09-15,0.19,4.5,32,Low,Was hoping for more sales or discounts.,0.0,Risk of Churn,1,2
023a62c,60,Male,Phoenix,Gold,60,3500.0,Outdoors,2024-03-10,0.78,19.5,94,High,Fantastic products for outdoor enthusiasts.,0.98,Loyal,0,5
c0da7e9,26,Female,Philadelphia,Silver,8,210.0,Toys,2023-11-05,0.4,7.0,62,Medium,"My kids liked the toys, might order again.",0.6,Occasional,0,3
fb83f93,47,Male,San Antonio,Bronze,3,60.0,Groceries,2023-05-01,0.09,1.8,12,Low,"Had issues with missing items, didn't use again.",-0.9,Dissatisfied,1,1
b5bb483,51,Female,San Diego,Platinum,75,4800.0,Electronics,2024-01-22,0.82,21.0,96,High,"Always my go-to for electronics, top service.",1.0,Loyal,0,5
f6e556b,34,Other,Dallas,Silver,15,400.0,Clothing,2023-10-25,0.38,6.8,50,Medium,"Decent selection, fair prices.",0.55,Occasional,0,3
e7bc511,46,Male,San Jose,Bronze,5,100.0,Home Goods,2023-07-08,0.14,3.2,28,Low,Purchased one item but wasn't impressed with the quality.,-0.6,Risk of Churn,1,2
a76883d,45,Male,New York,Gold,85,5200.5,Electronics,2024-07-20,0.07,15.2,4,Frequent,Excellent service and products. Very satisfied!,0.92,Loyal,0,5
587f6ee,32,Female,Los Angeles,Silver,30,850.75,Clothing,2023-01-15,0.02,4.5,2,Rare,Had some issues with my last order. Disappointed.,-0.55,Casual Shopper,1,1
282fb74,58,Female,Chicago,Platinum,120,15500.0,Home Goods,2024-07-25,0.09,22.8,5,Frequent,Top-tier membership is worth it. Always a pleasure.,0.98,Loyal,0,5
ba08294,22,Non-binary,Houston,Bronze,5,120.3,Books,2022-05-10,0.01,2.1,1,,Didn't find what I was looking for. Site felt clunky.,-0.7,Inactive,1,2
04110d5,51,Male,Phoenix,Gold,70,4800.9,Beauty,2024-06-30,0.06,18.0,4,Occasional,"Good range of products, though shipping was a bit slow.",0.75,Returning Customer,0,3
e51b38f,38,Female,Philadelphia,Silver,45,1100.5,Electronics,2023-03-20,0.03,6.7,2,Rare,Product broke quickly. Not happy.,-0.8,Dissatisfied,1,1
d5e7959,29,Male,San Antonio,Bronze,12,350.8,Clothing,2024-05-18,0.05,9.1,3,Occasional,"Decent selection, fair prices.",0.6,Bargain Hunter,0,3
27f0a88,65,Female,San Diego,Platinum,150,25000.0,Jewelry,2024-07-22,0.1,28.5,5,Frequent,Unmatched quality and service. My go-to.,0.99,Loyal,0,5
ee5ae3c,25,Male,Dallas,Bronze,8,200.15,Sports,2022-11-01,0.01,3.0,1,,Lost interest after the first purchase. Nothing exciting.,-0.4,Casual Shopper,1,2
09ced2b,49,Female,San Jose,Gold,95,6200.7,Home Goods,2024-07-10,0.08,20.1,4,Frequent,Consistently reliable and good quality items.,0.88,Returning Customer,0,4
68bd2a7,33,Male,Austin,Silver,38,950.2,Electronics,2023-05-05,0.02,5.8,2,Rare,Had trouble contacting customer service.,-0.65,Casual Shopper,1,2
64fd65a,60,Non-binary,Jacksonville,Platinum,115,14000.0,Fashion,2024-07-15,0.09,25.3,5,Frequent,The exclusive offers are fantastic. Love the brand.,0.95,Loyal,0,5
cb39758,27,Female,Indianapolis,Bronze,3,80.0,Beauty,2022-08-22,0.01,1.5,1,,"Just tried it once, didn't return.",-0.3,New Customer,1,3
3ba238b,41,Male,San Francisco,Gold,80,5500.6,Technology,2024-07-18,0.07,16.5,4,Occasional,Always find the latest gadgets here.,0.9,Returning Customer,0,4
c092e9c,55,Female,Columbus,Silver,50,1300.4,Books,2023-07-30,0.03,7.2,2,Rare,Found better prices elsewhere.,-0.5,Bargain Hunter,1,2
76f3713,30,Male,Fort Worth,Bronze,10,250.0,Clothing,2022-12-01,0.01,3.5,1,,Site experience was confusing.,-0.6,Inactive,1,2
248c7f0,62,Female,Charlotte,Platinum,130,17000.0,Luxury Goods,2024-07-24,0.1,29.0,5,Frequent,Exceptional products and personalized service.,0.99,Loyal,0,5
e692b77,47,Male,Detroit,Gold,75,5000.1,Home Goods,2024-07-01,0.08,19.5,4,Occasional,Reliable site for home essentials.,0.85,Returning Customer,0,4
54e94b5,24,Non-binary,El Paso,Bronze,6,150.0,Sports,2023-02-10,0.02,4.0,2,Rare,Didn't see enough variety.,-0.45,Casual Shopper,1,2
5905117,53,Female,Seattle,Silver,40,1000.8,Beauty,2023-04-18,0.03,6.0,2,Rare,Items weren't exactly as pictured.,-0.7,Dissatisfied,1,2
9328c2b,36,Male,Denver,Gold,90,5800.3,Electronics,2024-07-12,0.07,17.8,4,Frequent,My preferred site for electronics purchases.,0.93,Loyal,0,5
0b05d72,68,Female,Washington D.C.,Platinum,145,22000.0,Fine Art,2024-07-26,0.1,30.0,5,Frequent,A truly exquisite collection and service.,1.0,Loyal,0,5
48ec34f,28,Male,Boston,Bronze,7,180.5,Books,2023-01-25,0.01,2.5,1,,Forgot about this site after a while.,-0.35,Inactive,1,3
8bff536,43,Female,Nashville,Silver,35,900.6,Clothing,2023-06-08,0.02,5.5,2,Rare,The quality wasn't what I expected.,-0.6,Dissatisfied,1,2
5f5b688,59,Male,Baltimore,Gold,100,7000.0,Technology,2024-07-05,0.08,21.0,4,Frequent,Always current tech available. Fast shipping.,0.91,Returning Customer,0,4
ff9610d,21,Female,Portland,Bronze,4,100.0,Beauty,2022-09-15,0.01,1.8,1,,"One-time purchase, wasn't memorable.",-0.4,New Customer,1,3
8c6a8be,50,Male,Oklahoma City,Silver,48,1200.7,Home Goods,2023-08-10,0.03,6.9,2,Rare,Stock issues were annoying.,-0.55,Bargain Hunter,1,2
b955990,63,Female,Las Vegas,Platinum,125,16500.0,Jewelry,2024-07-23,0.09,26.0,5,Frequent,Stunning pieces and excellent customer care.,0.97,Loyal,0,5
7b314c5,35,Male,Milwaukee,Bronze,9,220.4,Sports,2023-03-01,0.02,3.8,2,Rare,Pricey compared to competitors.,-0.5,Casual Shopper,1,2
97e0ed4,48,Female,Albuquerque,Gold,88,5600.2,Fashion,2024-07-16,0.07,19.0,4,Occasional,Liked the style selection. Will shop again.,0.89,Returning Customer,0,4
70483db,45,Male,New York,Gold,55,3250.75,Electronics,2024-02-15,0.25,35.2,85,10,"Excellent service and products, always reliable.",0.95,Loyal,0,5
d283981,30,Female,Los Angeles,Silver,12,580.3,Clothing,2024-01-20,0.18,22.5,60,5,"Good selection, found a few nice items.",0.7,Regular Buyer,0,4
56a60c1,58,Other,Chicago,Bronze,2,75.0,Books,2023-05-10,0.02,3.1,10,1,Didn't find much of interest.,0.1,Inactive,1,2
9270bad,22,Female,Houston,Platinum,88,6100.5,Beauty,2024-02-28,0.35,48.9,95,15,Absolutely love everything! My go-to store.,0.99,Engaged,0,5
9a71134,67,Male,Phoenix,Gold,30,1800.9,Home Goods,2024-01-05,0.2,28.7,70,8,"Quality is good, delivery was prompt.",0.8,Loyal,0,4
c97444d,39,Female,Miami,Bronze,1,35.5,Sports,2022-11-01,0.01,1.5,5,0,"Just bought one thing, didn't come back.",-0.2,One-Time Buyer,1,3
7965b6f,51,Male,New York,Silver,15,720.1,Groceries,2024-02-10,0.15,18.0,55,3,Convenient for everyday items.,0.6,Regular Buyer,0,4
7b39d1e,28,Other,Los Angeles,Gold,40,2500.0,Electronics,2024-03-01,0.28,40.1,90,12,"Great prices on electronics, happy customer.",0.9,Loyal,0,5
95a9ce3,70,Female,Chicago,Bronze,3,120.0,Books,2023-08-18,0.03,4.5,15,2,"Okay experience, nothing special.",0.3,At Risk,1,3
d924a4f,34,Male,Houston,Platinum,70,5000.8,Clothing,2024-02-25,0.32,45.5,88,18,"Always find stylish clothes, excellent quality.",0.97,Loyal,0,5
ee663cc,48,Female,Phoenix,Silver,10,450.7,Home Goods,2023-12-10,0.12,15.6,50,4,Decent range of products.,0.5,Regular Buyer,0,3
2cf3e3a,60,Other,Miami,Bronze,0,0.0,Beauty,2022-05-20,0.0,0.0,0,0,,0.0,Inactive,1,3
6128453,25,Male,New York,Bronze,5,210.0,Sports,2023-07-01,0.08,8.9,30,6,"Product was fine, site is a bit slow.",0.4,Price Sensitive,1,3
06f0932,42,Female,Los Angeles,Gold,65,4000.3,Groceries,2024-02-20,0.27,38.0,80,11,"Reliable delivery for groceries, good service.",0.92,Loyal,0,4
8431fd3,55,Male,Chicago,Silver,8,350.6,Electronics,2023-09-05,0.1,12.3,45,2,Found a good deal on an item.,0.65,Regular Buyer,0,4
1d883e2,31,Other,Houston,Bronze,0,0.0,Clothing,2022-08-15,0.0,0.0,0,0,Never completed a purchase.,0.0,Inactive,1,3
504c76f,72,Female,Phoenix,Bronze,1,25.0,Books,2023-03-01,0.01,2.0,8,1,"Bought a single book, didn't return.",0.2,One-Time Buyer,1,3
2f13fb3,29,Male,Miami,Platinum,95,7000.0,Beauty,2024-03-02,0.38,50.0,98,20,"Fantastic quality, makes shopping easy!",0.99,Engaged,0,5
88c2d86,47,Female,New York,Silver,20,950.4,Home Goods,2024-01-15,0.19,25.8,65,7,Generally satisfied with purchases.,0.75,Regular Buyer,0,4
c49d79a,36,Male,Los Angeles,Bronze,2,80.0,Sports,2023-06-20,0.05,6.5,20,3,"Items were okay, site could be better.",0.35,At Risk,1,3
41fa202,53,Other,Chicago,Gold,50,3000.2,Groceries,2024-02-18,0.23,30.5,78,9,Dependable for regular shopping needs.,0.88,Loyal,0,4
7e17d3c,65,Female,Houston,Bronze,0,0.0,Electronics,2022-10-10,0.0,0.0,0,0,Signed up but never bought anything.,0.0,New Customer,1,3
d64797b,27,Male,Phoenix,Silver,18,850.9,Clothing,2024-01-28,0.17,20.1,58,6,"Liked some items, will shop again.",0.68,Regular Buyer,0,4
bc16afd,41,Female,Miami,Bronze,1,40.0,Beauty,2023-04-05,0.02,3.8,12,1,"Only bought one product, it was fine.",0.4,One-Time Buyer,1,3
a51d761,59,Male,New York,Platinum,80,5500.6,Sports,2024-02-22,0.3,42.0,92,16,"High quality sports gear, love the range.",0.96,Engaged,0,5
71f152b,33,Other,Los Angeles,Bronze,3,100.0,Home Goods,2023-07-15,0.04,5.2,18,2,"Had a problem with an order, not resolved.",-0.3,At Risk,1,2
d68f77d,50,Female,Chicago,Gold,45,2800.5,Groceries,2024-02-08,0.24,33.1,82,10,Consistent quality and service for groceries.,0.89,Loyal,0,4
d77c26a,68,Male,Houston,Bronze,0,0.0,Books,2022-07-01,0.0,0.0,0,0,,0.0,Inactive,1,3
8b5d64b,24,Female,Phoenix,Silver,14,650.8,Electronics,2024-01-30,0.16,19.5,56,5,Found some good deals.,0.62,Regular Buyer,0,4
010e880,46,Other,Miami,Bronze,1,50.0,Clothing,2023-05-18,0.03,4.0,15,1,"Item was okay, didn't buy again.",0.3,One-Time Buyer,1,3
7dbeb4a,45,Male,New York,Gold,55,3567.89,Electronics,2023-11-10,8.5,15.2,High,Yes,Great products and excellent service!,0.9,Loyal,0,5
d60cb41,32,Female,Los Angeles,Silver,12,876.5,Clothing,2024-01-20,5.2,10.1,Medium,No,Satisfied with my recent orders.,0.6,Standard,0,4
d9a736c,58,Other,Chicago,Bronze,3,150.25,Books,2022-05-15,1.8,3.5,Low,Yes,Didn't find what I was looking for easily.,0.1,Casual,1,2
64bae16,28,Male,Houston,Platinum,88,9123.4,Home Goods,2024-02-01,12.1,25.8,High,Yes,Absolutely love the premium experience!,1.0,Loyal,0,5
28c9d06,50,Female,Phoenix,Silver,8,450.99,Beauty,2023-08-01,4.0,7.3,Medium,No,"The service was okay, but could be improved.",0.4,At Risk,1,3
d9210b9,38,Female,Philadelphia,Gold,20,1800.5,Electronics,2023-12-05,7.5,18.0,High,Yes,Reliable service and good prices.,0.8,Engaged,0,4
77930ca,65,Male,San Antonio,Bronze,2,75.0,Sports,2022-01-10,0.9,2.1,Low,No,Had trouble navigating the site.,-0.2,Disengaged,1,2
bac9105,24,Other,San Diego,Bronze,6,250.75,Clothing,2023-07-22,3.1,6.5,Low,Yes,"Products were alright, but nothing special.",0.3,Casual,1,3
155b624,41,Male,Dallas,Platinum,70,7500.0,Luxury,2024-01-15,11.5,22.0,High,Yes,Exceptional quality and service every time.,0.95,Loyal,0,5
cc9ad11,30,Female,San Jose,Silver,15,1100.2,Beauty,2023-10-01,6.0,13.5,Medium,No,"Good range of products, prompt delivery.",0.7,Standard,0,4
cbf2d41,53,Female,Austin,Bronze,1,30.0,Books,2021-11-20,0.5,1.5,Low,No,Found better prices elsewhere.,-0.5,Price Sensitive,1,2
68d7f04,22,Male,Jacksonville,Bronze,4,180.6,Gaming,2023-06-10,2.5,5.0,Medium,Yes,Site crashed a couple of times.,-0.1,At Risk,1,2
1267537,48,Male,Indianapolis,Gold,35,4100.3,Home Goods,2024-01-28,9.0,19.5,High,Yes,Consistent quality and fast shipping.,0.85,Engaged,0,4
2034c07,36,Female,Columbus,Silver,10,600.0,Clothing,2023-09-18,4.8,8.9,Medium,No,Product description wasn't entirely accurate.,0.2,Casual,1,2
d11a8ec,60,Other,Fort Worth,Bronze,5,200.5,Health,2022-08-05,1.1,3.0,Low,No,Lost interest after a while.,-0.3,Disengaged,1,2
4e2cc6e,29,Male,Charlotte,Platinum,60,6500.0,Electronics,2024-02-15,13.0,27.0,High,Yes,Simply the best online shopping experience!,1.0,Loyal,0,5
b45a558,43,Female,San Francisco,Gold,25,2500.75,Beauty,2023-11-20,8.0,16.5,High,No,Happy with my purchases and rewards.,0.75,Engaged,0,4
5c04094,55,Male,Seattle,Bronze,2,90.0,Outdoors,2022-03-01,0.7,2.5,Low,No,Customer support was unhelpful.,-0.7,Dissatisfied,1,2
920e7d1,33,Other,Denver,Silver,7,350.8,Food,2023-07-01,3.5,7.0,Medium,Yes,Decided to try different options.,0.0,Casual,1,3
66a270f,27,Female,Washington,Platinum,45,5000.0,Fashion,2024-01-05,10.5,21.0,High,Yes,Love the exclusive benefits and early access.,0.98,Loyal,0,5
99cd2c6,62,Male,Boston,Gold,18,1500.0,Books,2023-12-01,6.5,14.0,Medium,No,"Good selection, decent prices.",0.65,Standard,0,4
73ad324,39,Female,El Paso,Bronze,1,50.0,Pet Supplies,2021-09-10,0.3,1.0,Low,No,Never really used it after the first order.,-0.4,Disengaged,1,3
fc5c713,51,Female,Detroit,Silver,9,550.0,Home Goods,2023-08-25,4.2,8.5,Medium,No,"Service was acceptable, but not outstanding.",0.15,At Risk,1,3
1e4898a,31,Male,Nashville,Bronze,3,120.0,Music,2022-07-18,1.5,4.0,Low,Yes,Issues with order tracking.,-0.25,Dissatisfied,1,2
5e977fd,46,Other,Portland,Platinum,50,5800.0,Electronics,2024-02-10,11.8,24.5,High,Yes,Fantastic platform for my needs.,0.92,Loyal,0,5
3cb2682,35,Female,Las Vegas,Silver,11,750.0,Beauty,2023-10-15,5.8,12.0,Medium,No,Satisfied with the product quality.,0.68,Standard,0,4
59f67f8,59,Male,Oklahoma City,Bronze,2,60.0,Tools,2022-04-05,0.6,2.0,Low,No,Didn't find the variety I expected.,-0.35,Disengaged,1,2
9e2b4ef,26,Male,Milwaukee,Bronze,5,220.0,Gaming,2023-06-28,2.8,5.5,Medium,Yes,"Okay experience, but decided to switch.",-0.05,Casual,1,3
f26f48d,49,Female,Albuquerque,Gold,22,2100.0,Clothing,2023-11-01,7.2,15.8,High,Yes,Reliable and convenient shopping.,0.78,Engaged,0,4
5b83269,37,Other,Tucson,Silver,6,300.0,Outdoors,2023-09-05,3.9,7.8,Medium,No,Found better deals on competitor sites.,-0.1,Price Sensitive,1,2
a67c213,Female,New York, USA,Gold,35,1225.5,Electronics,2023-10-20,0.035,25.3,High,8,Great service and fast delivery!,0.85,Loyal,0,5
98b2f1d,Male,London, UK,Silver,12,300.75,Clothing,2024-01-15,0.021,15.1,Medium,4,Happy with my purchase.,0.6,Engaged,0,4
22e7ca9,Other,Tokyo, Japan,Platinum,55,3500.0,Home Goods,2024-02-01,0.052,40.5,High,15,Excellent quality products!,0.95,Loyal,0,5
a343f5d,Female,Sydney, Australia,Bronze,3,55.2,Beauty,2023-11-10,0.015,8.2,Low,1,Product was okay.,0.2,New Customer,0,3
b872031,Male,Berlin, Germany,Gold,48,1800.9,Books,2024-01-28,0.04,30.9,Medium,10,Always find what I'm looking for.,0.75,Loyal,0,4
56d78ab,Female,Paris, France,Silver,8,150.0,Sports,2023-12-05,0.018,12.0,Medium,3,Decent products for the price.,0.45,Bargain Hunter,0,3
12ec5cf,Male,Mumbai, India,Bronze,20,450.5,Groceries,2024-02-18,0.025,18.5,Medium,5,Convenient online shopping.,0.55,Engaged,0,4
e3e055d,Other,Rio de Janeiro, Brazil,Platinum,62,4100.2,Furniture,2024-01-10,0.06,45.1,High,18,Premium service and beautiful items.,1.0,Loyal,0,5
f65d561,Female,New York, USA,Silver,6,100.0,Electronics,2023-11-25,0.019,10.3,Low,2,Didn't quite meet expectations.,0.1,Impulsive Buyer,0,2
2f877f2,Male,London, UK,Gold,28,980.6,Clothing,2024-02-05,0.038,22.7,High,7,Good range of options.,0.7,Engaged,0,4
7f51760,Female,Tokyo, Japan,Silver,15,600.0,Books,2024-01-20,0.022,16.8,Medium,6,Enjoyable reading selection.,0.65,Loyal,0,4
2444565,Other,Sydney, Australia,Bronze,4,75.0,Sports,2023-12-15,0.016,9.5,Low,1,It was okay.,0.3,New Customer,0,3
a1d3e8d,Male,Berlin, Germany,Gold,38,1500.0,Home Goods,2024-02-10,0.045,33.0,High,12,Satisfied with the quality.,0.8,Loyal,0,4
551c180,Female,Paris, France,Platinum,5,120.0,Beauty,2024-01-01,0.02,11.5,Medium,3,Products are nice.,0.5,Engaged,0,4
aca2663,Male,Mumbai, India,Silver,22,550.75,Groceries,2024-02-25,0.028,20.0,Medium,7,"Regularly shop here, reliable.",0.7,Loyal,0,4
ea0d91e,Female,New York, USA,Bronze,2,40.0,Clothing,2022-08-01,0.008,5.0,Low,0,Had a bad experience.,-0.5,At Risk,1,2
675c9a3,Male,London, UK,Silver,10,250.0,Electronics,2022-05-15,0.012,8.0,Low,1,Website is difficult to use.,-0.3,Inactive,1,1
1c1a955,Other,Tokyo, Japan,Bronze,1,25.0,Beauty,2021-11-20,0.005,3.0,Low,0,Never really used it after first purchase.,-0.1,New Customer,1,2
0130f5b,Female,Sydney, Australia,Gold,30,1000.0,Books,2022-07-01,0.018,14.0,Medium,5,"Used to love it, but lost interest.",0.0,Inactive,1,2
c5924bb,Male,Berlin, Germany,Silver,8,200.0,Home Goods,2022-09-10,0.01,7.5,Low,2,Products weren't great quality.,-0.4,At Risk,1,2
c5ae8ba,Female,Paris, France,Bronze,3,60.0,Sports,2021-12-01,0.007,4.5,Low,0,Found better alternatives elsewhere.,-0.25,At Risk,1,1
08344b1,Male,Mumbai, India,Platinum,40,2800.0,Groceries,2022-06-20,0.03,20.0,Medium,10,Service declined over time.,-0.15,Inactive,1,1
d22ecf4,Other,Rio de Janeiro, Brazil,Bronze,5,90.0,Furniture,2022-04-01,0.009,6.0,Low,1,Had issues with delivery.,-0.45,At Risk,1,2
e69f8ae,Female,New York, USA,Gold,25,800.0,Clothing,2022-10-05,0.025,15.0,Medium,6,Not impressed lately.,-0.05,Inactive,1,2
a652fd6,Male,London, UK,Silver,7,140.0,Beauty,2022-03-18,0.011,5.5,Low,0,Product didn't work as expected.,-0.55,At Risk,1,2
a735ff9,Female,Tokyo, Japan,Platinum,50,3200.0,Electronics,2022-08-25,0.04,28.0,High,15,"Used to be excellent, not anymore.",-0.2,Inactive,1,1
f3db151,Male,Sydney, Australia,Bronze,4,80.0,Books,2021-09-01,0.006,3.5,Low,0,Found another site with better prices.,-0.35,Bargain Hunter,1,1
e37b1e2,Other,Berlin, Germany,Gold,18,700.0,Sports,2022-11-11,0.015,9.0,Medium,4,The site is slow.,-0.1,At Risk,1,2
da36cd1,Female,Paris, France,Silver,6,110.0,Groceries,2022-02-14,0.013,6.5,Low,1,Customer service was unhelpful.,-0.6,At Risk,1,1
55b8c18,Male,Mumbai, India,Bronze,10,200.0,Furniture,2021-10-30,0.007,4.0,Low,0,Product broke quickly.,-0.7,At Risk,1,1
0493c58,45,Female,New York,Gold,35,1750.5,Electronics,2023-11-15,0.12,12.5,High,Medium,Excellent service and products!,5.0,Loyal,0,5
9bcbed8,32,Male,Los Angeles,Silver,22,880.2,Clothing,2023-12-01,0.09,8.2,Medium,Low,Good range of products.,4.0,Engaged,0,4
c97d49d,58,Non-binary,Chicago,Platinum,50,2500.75,Home Goods,2023-11-20,0.15,15.8,High,High,Always a great experience shopping here.,5.0,Loyal,0,5
c207607,28,Prefer not to say,Houston,Bronze,10,350.0,Books,2023-10-28,0.07,6.5,Medium,Low,Satisfied with my purchase.,4.0,Occasional Shopper,0,4
6cf08ba,51,Female,Phoenix,Gold,42,2100.9,Beauty,2023-11-10,0.18,18.1,High,Medium,Love everything I bought!,5.0,Loyal,0,5
b7b7b8f,38,Male,Philadelphia,Silver,28,1120.4,Sports,2023-11-25,0.11,10.3,Medium,Low,"Decent store, no complaints.",4.0,Engaged,0,3
9b2fed7,65,Female,San Antonio,Platinum,55,2750.88,Outdoors,2023-12-03,0.19,19.5,High,High,Highly recommend this store.,5.0,Loyal,0,5
f9d0491,25,Male,San Diego,Bronze,8,280.0,Toys,2023-10-15,0.06,5.1,Medium,Low,Products were as expected.,4.0,New Customer,0,3
bfa9002,49,Non-binary,Dallas,Gold,39,1950.6,Jewelry,2023-11-18,0.14,14.9,High,Medium,Excellent service and products!,5.0,Loyal,0,5
c839073,41,Female,San Jose,Silver,31,1240.3,Electronics,2023-11-29,0.1,9.8,Medium,Low,Good range of products.,4.0,Engaged,0,4
69f997f,62,Male,Austin,Platinum,48,2400.8,Clothing,2023-12-04,0.17,17.2,High,High,Always a great experience shopping here.,5.0,Loyal,0,5
